String / string group: ['circular economy']

titles
year;number of occurrences;corresponding docdb family IDs

abstracts
year;number of occurrences;corresponding docdb family IDs
2012;1;{45424723}



String / string group: ['re use', 'reuse', 're using', 'reusing']

titles
year;number of occurrences;corresponding docdb family IDs
2018;966;{61300737, 64401411, 61685766, 60952583, 62027786, 61759501, 57133070, 62908429, 60702736, 63105037, 63094804, 60661782, 61618199, 61231131, 63371294, 61196320, 64733219, 62621734, 59656232, 62199851, 61802548, 62019636, 63096886, 62562359, 61970488, 61683770, 61192251, 63447099, 61728829, 63797310, 61091903, 62076991, 62251079, 62908488, 62980171, 60473420, 62558285, 63158349, 64438351, 61759568, 61970512, 63105106, 63918159, 63328341, 62109785, 60952667, 61689948, 62558299, 62750812, 64833631, 62077019, 63344737, 63330402, 62146661, 61132902, 62191717, 64458855, 62478441, 64602218, 62816367, 63107186, 62636147, 59955317, 61241462, 62490742, 57045112, 62343288, 61016184, 61689985, 61849731, 61653124, 61618309, 63252612, 58009735, 62167175, 63596680, 62077066, 64598147, 61241486, 61905042, 61866140, 61243549, 61831326, 62918815, 63672482, 61692068, 59070629, 63541413, 60786855, 64333988, 63037617, 61069492, 60952757, 58994870, 63522998, 63271096, 61243577, 63713463, 62124219, 61073596, 61243580, 62222526, 62173375, 60991680, 64458943, 62144707, 63252675, 61569223, 62404807, 63484103, 61753548, 64446668, 62712017, 62109906, 64735443, 63490261, 64461013, 64121053, 64739559, 63523048, 64737513, 61274345, 60991723, 61690089, 63967470, 64198901, 61868283, 61225213, 62806270, 61905151, 62712063, 61473026, 61225219, 61763842, 61225221, 61905156, 62300425, 62159114, 64534793, 63856909, 62021905, 60162322, 63107347, 63971603, 62195989, 62906650, 63895838, 64563488, 62021927, 61024553, 61024554, 64395568, 62490929, 64395577, 60037438, 63334718, 64704831, 61989185, 62908737, 61196614, 63191367, 63447374, 61073743, 62191955, 62562645, 63105367, 58671448, 59384154, 61073754, 63797596, 61180255, 64565602, 64659811, 61831524, 62241123, 63674727, 62976364, 61243758, 64102773, 61743478, 61653367, 61280632, 64102776, 61569402, 62048634, 62843262, 63377796, 65034629, 65431941, 62241158, 62906764, 61618573, 61301135, 63517073, 62165395, 63676822, 63674775, 63797656, 61899162, 61899163, 60940700, 62806435, 62091685, 63642023, 63793576, 64461223, 63355310, 63486387, 64455091, 61690296, 60785086, 62261698, 61161924, 64659908, 61018567, 61618631, 62108104, 61620682, 63160777, 61735373, 61168077, 61972943, 62196179, 60996052, 62740955, 63369693, 62779875, 64002533, 61309415, 62624234, 64459242, 59093484, 63633901, 64455149, 61905392, 60957169, 61018609, 62142965, 63584757, 61831671, 57680375, 63918585, 61831669, 63447547, 60785150, 63173120, 63584772, 62110213, 63584775, 62462471, 61831692, 62065165, 62562832, 63674905, 63267354, 64659995, 63355422, 63107618, 62867450, 62626342, 63773223, 62978601, 61618730, 62915117, 62626350, 62558771, 64105011, 63107638, 63191609, 61829690, 63523385, 62978621, 61829698, 64475715, 65432135, 64625227, 64528973, 62624333, 61196882, 62624339, 61405780, 62014039, 62110301, 63040093, 63103584, 62141026, 63191651, 61018724, 62630501, 63253095, 61655656, 63169134, 60912242, 63447672, 64551548, 62075521, 62530181, 61416075, 63380107, 64735884, 63863441, 59269779, 64660116, 62761622, 63670936, 63247001, 60811934, 62980769, 62251693, 63675054, 59677359, 63191729, 61827764, 62110388, 62147261, 61010624, 62147264, 62624449, 61876932, 62147275, 63711949, 58231505, 58231506, 64457428, 63576789, 63711959, 61301470, 61559519, 61561566, 63711967, 63040226, 61559524, 61242084, 64396010, 64455402, 60992239, 60662514, 63005430, 60191481, 61831931, 61561597, 63711998, 61760256, 63582977, 63712003, 62604036, 64623363, 62710535, 64604936, 59269897, 62389002, 63712012, 62163725, 64469774, 61039376, 62145299, 64017171, 61569813, 61207319, 62624537, 59269916, 60807967, 58606367, 61848353, 61070114, 62454564, 64097061, 62554918, 61938470, 62817060, 61000491, 64273196, 64736045, 60662575, 63918897, 60138290, 62120754, 61922100, 63652658, 61760310, 63677235, 60119865, 62075705, 63124283, 63675195, 62624569, 63916863, 63916869, 63253322, 61154123, 64566091, 63916880, 61256531, 61223768, 64457564, 61201245, 61698908, 64095072, 61561700, 62024548, 61170534, 61154153, 63751019, 61905783, 61760376, 60992377, 61690745, 63519609, 64105340, 64396151, 62509955, 59745157, 61299592, 63523720, 62555018, 63712138, 61299596, 61561741, 64414606, 62075792, 64656278, 60382104, 62868380, 62200733, 64332701, 61619103, 61653920, 61561762, 62075811, 64660388, 61025190, 62579629, 61299630, 61246384, 62563251, 63355829, 61029303, 63652796, 63318974, 59829186, 62620610, 63157188, 64400325, 62489542, 63675335, 64457671, 62190534, 62907340, 62923726, 64332750, 61008848, 63478736, 61227987, 62022611, 63198164, 61686742, 56896468, 62022616, 62022623, 61246433, 61830113, 63169507, 58737636, 61944806, 61686759, 62911463, 61101033, 60941352, 61531115, 60910577, 61570034, 62233586, 63675381, 64541685, 63042551, 62026744, 60515318, 63675386, 59034619, 63519733, 62598142, 62194690, 62194693, 63040517, 60787719, 61758471, 63321097, 63675398, 63652875, 60992524, 62194701, 64766988, 60785680, 61758483, 60785684, 60992534, 64273431, 63585304, 61246492, 59569182, 64564254, 61197344, 59829278, 63710238, 64564259, 61197350, 62028839, 59399208, 61758504, 63073320, 60998699, 61017132, 61129773, 63267884, 61197359, 61301808, 62839856, 63378482, 62839859, 63448108, 63448109, 64105525, 62491699, 62706743, 61017147, 63476796, 59745341, 62643261, 63675454, 61197377, 64455746, 63444036, 62633029, 61600839, 62086217, 61563979, 61690958, 61197392, 61760592, 62145616, 62489680, 62839888, 63792213, 62088277, 62784597, 62145624, 62227545, 63040602, 63632478, 62065769, 63792234, 63792239, 56296564, 63253620, 63712374, 62018681, 62065785, 64562297, 61830268, 63792253, 64105598, 60083327, 63712378, 63040648, 61265035, 63712395, 64097421, 63677583, 61187218, 59569299, 62979221, 60951702, 62801055, 61691045, 61009069, 62241966, 62839981, 63507632, 64097455, 61557938, 62905530, 62076091, 63679676, 61906109, 61760703, 62979264, 59997377, 61906114, 62018754, 63253697, 63855813, 62631108, 61619399, 63237320, 59829451, 61971659, 60327117, 62192847, 63448279, 63919319, 64871642, 63108316, 63925470, 63675618, 63642856, 60912873, 61162730, 64396520, 66624751, 60966131, 59077876, 62788853, 59684088, 64396536, 64140536, 63780092, 61015293, 61140225, 61832452, 61693190, 60951815, 63040774, 61009164, 62711054, 63790351, 60953873, 61191441, 60892435, 60951828, 63253781, 61281558, 62430487, 61435160, 60951833, 63108376, 63919387, 62864665, 64660766, 61904165, 64693543, 62094632, 63790377, 63321388, 64693548, 62147892, 63372597, 62510394, 61762875, 61906236, 61658429, 63585595, 63845695, 64419130, 61072711, 64269641, 63092043, 62242129, 63518033, 59239770, 63327579, 61242721, 63917409, 61623651, 64270331, 59811176, 64015723, 59811181, 62076271, 63876463, 62195058, 64761202, 59258232, 62002561, 62145932, 63036816, 61687188, 62236053, 62242197, 62143898, 63049116, 61451686, 60655015, 63712680, 63169961, 62195115, 62367148, 64460206, 63585711, 61947312, 62191028, 63169973, 62850488, 60186044, 61822396, 61222335, 62176704, 63735231, 63583682, 64660929, 63917508, 62670279, 63712713, 63917518, 59745747, 61330899, 62840277, 63710677, 61902295, 57189848, 61197785, 63677923, 64396776, 64015853, 60988910, 63671793, 63919605, 62025207, 62019064, 61687288, 62707196, 61623805, 60988928, 62092801, 64646658, 62002695, 62711303, 64454152, 63856141, 62195216, 61152786, 61005331, 63335959, 61689368, 63254041, 64050714, 61195803, 64597529, 61163039, 61197855, 64656927, 62244385, 63094307, 63919652, 62109219, 62111267, 64273956, 62076456, 61163051, 62557739, 64149036, 61181486, 61009470, 61560383, 58347071, 61605441, 63448643, 60786244, 63854150, 63168073, 59031116, 63094348, 63856204, 61245008, 63520337, 63868498, 63712850, 63155799, 63692377, 61750874, 64300635, 61689442, 63520354, 63594084, 62142055, 61648488, 60915305, 63585899, 62240367, 64300655, 62019185, 64456305, 61245045, 63583864, 60993146, 61261434, 63155835, 61281919, 62789247, 58701442, 63792770, 61163143, 61079177, 57796234, 61167244, 60452497, 64405137, 57226902, 60915350, 63712918, 64274071, 63522460, 58347167, 58347168, 58347169, 59383458, 59846304, 63669920, 61828773, 60993186, 62201511, 59901619, 60952244, 61560500, 62979767, 61689528, 64274104, 62975673, 63671995, 62467772, 61163199, 62023360, 63321792, 62152386, 61245123, 63481540, 62547653, 63370949, 62107342, 62107343, 62557906, 64622291, 65431734, 61302488, 61695705, 62562009, 61300445, 63370974, 64511712, 62146274, 62789346, 62490340, 63434474, 63524586, 63844076, 64016107, 62076656, 61619953, 63448819, 63401718, 61902586, 63670010, 60911356, 62562045, 64272123, 63913728, 61015809, 61015812, 63586054, 65443591, 63792909, 62242575, 61562643, 64456468, 64573206, 61028119, 64073495, 64274200, 64737047, 59858715, 63106843, 61562653, 63670040, 62840607, 64325408, 63862555, 64425767, 61763368, 61763369, 62146349, 60950319, 59520816, 62072628, 61562681, 61196089, 63106882, 61196098, 61757254, 62076749, 57460561, 64184149, 61830998, 62076764, 64456541, 62490464, 61175649, 63856481, 63254371, 60997477, 57714534, 61157223, 61196136, 64401256, 63371118, 61824882, 63676276, 64395125, 62023543, 61906808, 63793021, 61157248, 61036417, 61683591, 61560714, 64491406, 63674255, 62209938, 59686802, 63604630, 61101979, 63518623, 63715231, 64454560, 57345956, 61974436, 62494628, 62150571, 64458669, 62250926, 63856560, 61245361, 61763505, 63895475, 63676340, 62195637, 63668150, 63676344, 61618106, 64052268, 61300672, 61562816, 62068673, 61761478, 63356872, 62625742, 61245391, 63918032, 63668175, 59846610, 62734292, 63371225, 64737242, 62146521, 56557532, 63582173, 62076894, 63793135, 63795183, 62787573, 63213557, 64536566, 63594489, 64270330, 62748667, 61972477, 63449086, 63807487}
2019;1124;{63965189, 67063818, 66015243, 68694028, 65992718, 66000911, 67907600, 65269774, 66138130, 68616211, 68163604, 66533398, 65052695, 67569687, 65198105, 68540441, 66244636, 65902623, 68540447, 66138145, 65439781, 66820134, 66218023, 62027816, 65275944, 65040426, 67549232, 64991281, 68853812, 66297910, 67846198, 66101304, 65634361, 65435707, 59387964, 68466749, 65527870, 67842111, 66820160, 67143745, 62683204, 65361989, 65437766, 67907653, 67762248, 67254345, 67983429, 66859081, 68499526, 68575310, 66009168, 66629712, 68061267, 67795034, 67301469, 67987549, 64862304, 65994848, 64893027, 64741477, 66750567, 67639401, 68540521, 65441900, 67883116, 67063920, 67063925, 68292727, 68616312, 66697337, 68489340, 66820221, 63965308, 67848319, 66697344, 66631809, 68409476, 68698245, 64745606, 65900684, 68769933, 66410639, 65900696, 68982937, 67541146, 59738267, 68030619, 68053149, 64741535, 65550495, 67063969, 66750626, 67393698, 67793059, 67897507, 67801254, 67395751, 68053153, 65900713, 65900714, 67541161, 67778732, 69023917, 66326696, 65271983, 67907760, 68540594, 66629814, 64456887, 65300666, 68962490, 66402490, 66820285, 65228990, 65439939, 64456900, 66332867, 68294853, 65849545, 67352781, 66994385, 68982993, 68239580, 66001119, 68294880, 64332002, 65513702, 67479782, 66539752, 68294888, 60954858, 66863340, 67223789, 66658543, 67985648, 67213554, 63490294, 68944120, 68765946, 67846395, 68765948, 65464577, 66142466, 65231109, 67846406, 64938249, 67369226, 65440011, 67617036, 65011980, 66242827, 65462544, 65900817, 68239632, 66668819, 68983060, 67846422, 65351959, 66076953, 67846429, 67258657, 68260133, 66885926, 67393832, 66302249, 67012908, 68983084, 68968750, 65272112, 68100401, 65513779, 65722676, 65900855, 65722680, 65417532, 66171197, 68901183, 66173249, 66951489, 62816579, 67012931, 65900870, 65900873, 66750794, 67475785, 68059467, 68770122, 68237642, 68294991, 65016144, 69058895, 66537810, 68340051, 67139925, 65364313, 68059482, 65898843, 66328924, 65900895, 65902944, 68325727, 66951520, 67805536, 66171236, 64860517, 66988391, 67219821, 67684723, 67715443, 68694390, 68163964, 65995136, 66750850, 65628550, 65761670, 65722761, 68983178, 65810829, 68174224, 60813714, 66974099, 68766101, 65040793, 65915290, 66664857, 65231260, 65016218, 65720734, 63713695, 67983774, 65016229, 64332201, 66097577, 68157866, 66816428, 68856236, 65628592, 67176881, 67396018, 68112816, 67629492, 68164016, 65188278, 66820536, 67570105, 65526202, 65722812, 65526206, 67762622, 67064256, 68295105, 68385215, 66658758, 67621318, 66245064, 67430856, 65628625, 65722834, 67400147, 65745367, 66658776, 66658777, 68510169, 67619292, 63293918, 65001950, 68061664, 66744803, 66542052, 63840748, 65745388, 66658797, 67400172, 66963952, 68256238, 67256819, 65911284, 68162036, 68616695, 67422712, 66750970, 65886718, 66894338, 68100610, 66431492, 65745413, 68112902, 61557256, 60387851, 66286091, 67066379, 68162059, 68162060, 66994708, 67058201, 65634843, 65806877, 67068445, 68002333, 66499106, 63683107, 65040931, 62200360, 62046761, 67985960, 68055592, 68534827, 67549737, 67301934, 66144815, 67256879, 68028975, 64803379, 65995316, 67920437, 68467255, 67908153, 67301947, 66992701, 67068479, 67775042, 65806916, 61557319, 66865743, 68360783, 66333266, 65811026, 66327128, 66751065, 68618842, 65016411, 68053596, 66189917, 66333278, 68055643, 66968158, 65888867, 68588131, 61526630, 65002086, 66437736, 67742313, 66847334, 67754604, 65256045, 65657452, 68696689, 64332406, 65466998, 68680313, 68489850, 68698746, 68842108, 64742013, 67291779, 65016454, 68835976, 64963209, 68924040, 67482253, 67846797, 65241743, 68057745, 61192853, 66679449, 66437786, 66433691, 66187932, 67007134, 67547808, 67064481, 68059808, 64742053, 66534056, 68053674, 67478191, 68217519, 66820787, 66581172, 66597557, 68295351, 65321656, 67795640, 68170426, 68698810, 68240059, 65368768, 68770497, 64662213, 65270469, 68164293, 68467398, 68483793, 68291284, 67986133, 65016534, 66333399, 66589400, 66820824, 66994906, 67713751, 65901276, 66169565, 66589404, 68975327, 68696806, 64666344, 65856232, 68555498, 66247402, 65264366, 66212590, 64426737, 67547890, 64742132, 68698870, 65411832, 59325181, 68174590, 66870017, 67023620, 68692743, 63787784, 66818826, 67169036, 68061965, 60480270, 65051407, 65993490, 66298643, 66540308, 64862997, 66110235, 66657051, 62143261, 66247454, 65024800, 66431780, 64785190, 63245095, 65995564, 66188078, 65528626, 68539190, 67846967, 65276727, 67806009, 66364219, 68100924, 66372416, 67273537, 67988288, 68619074, 65895236, 66437957, 67300164, 64803656, 67846987, 66820940, 68256588, 68764492, 67068751, 65264465, 66814802, 68852562, 65995604, 68240213, 65723217, 66634577, 68920153, 67988314, 63036253, 66810717, 66247519, 63259488, 66814813, 66886494, 68533091, 65362781, 65721184, 66454366, 67218270, 67687273, 66247535, 66818927, 67521392, 68062064, 68541299, 68750195, 68049784, 64402297, 68182906, 65360764, 65901439, 67218304, 68592513, 67224448, 67539840, 67892100, 65307526, 66818951, 67218312, 64426889, 65039241, 65272713, 65153926, 66497418, 68053896, 67791759, 66560914, 64740248, 68860825, 63579035, 65889180, 63363999, 61256608, 63642529, 65192866, 66331553, 65495972, 68391840, 65809320, 66665385, 65655722, 64902058, 60971950, 67212206, 66360241, 67988403, 66993076, 62495669, 66335670, 68578230, 65901499, 66630595, 66665411, 65041349, 64738246, 65854413, 68420562, 68056019, 67214291, 66872278, 68137942, 68236246, 66149337, 67068890, 65010647, 67714013, 68164573, 65143776, 68291552, 68294815, 68056035, 68652000, 64740323, 68326374, 67109863, 66993129, 65436650, 67068907, 68983786, 68238320, 63517681, 65885174, 66331639, 68295674, 67214332, 67378172, 67378175, 68099072, 68463617, 67806210, 66049027, 67163141, 67302407, 65436680, 64875529, 66360329, 66331659, 65494025, 64998413, 65041421, 67109904, 68156432, 66817047, 66935831, 68054040, 66448410, 66331675, 65674263, 66096157, 65362974, 66096160, 68248609, 66335779, 65524772, 67480614, 66438183, 67378218, 63405103, 68099122, 67548212, 67568692, 65039414, 66311222, 67724344, 65633340, 65268799, 65434688, 68058175, 64879682, 68365380, 66458695, 67066953, 66301012, 68914262, 67085399, 67066969, 66327646, 68062302, 65901663, 68975715, 66327651, 65688681, 67986538, 68062314, 65002604, 66102380, 68105325, 68293738, 67593321, 68467825, 66630771, 65305717, 65758326, 60327032, 62567547, 67513470, 66327679, 66335872, 65148033, 65719426, 67062917, 68205701, 66176136, 67378313, 63720587, 68240529, 68789395, 65514644, 66950294, 68576406, 65719450, 67685530, 67685531, 68842651, 68435102, 68881571, 68652197, 65039525, 65524904, 63683756, 66247852, 66538669, 67689644, 68414638, 68289713, 65524914, 66675889, 65903799, 65514680, 65633463, 66174135, 68099259, 64951484, 65948861, 67480766, 67986620, 68054208, 65524932, 67577029, 64801990, 68105415, 65524936, 66659534, 64951503, 63794384, 65273038, 67445966, 66659541, 67114199, 65324248, 68652247, 68236508, 65234143, 67394783, 67161313, 68105443, 68842723, 66538725, 65234150, 68617446, 65758436, 67374313, 66884846, 68891887, 66182382, 65443057, 65017074, 65418482, 66946289, 68062453, 66331894, 68738293, 68293884, 63878397, 67478781, 66647295, 63878400, 66655487, 59276546, 66743551, 66819332, 67478788, 68254975, 66581760, 67687691, 68381964, 68515085, 68533517, 67106066, 68619540, 66338070, 68736280, 68539674, 67163423, 66630946, 67620130, 65457444, 59276584, 67218730, 65727788, 65439021, 67163439, 67853619, 68547893, 68619574, 65271095, 65723704, 68199735, 68812095, 68105536, 61599044, 66919749, 66100548, 68728135, 66770250, 68236619, 64308557, 65602894, 66819407, 66864475, 68769117, 68984158, 66100580, 67163492, 65809766, 66815337, 67618153, 68539754, 63173996, 68779372, 63878510, 68619638, 62874999, 61132156, 67861886, 65996159, 68838782, 62778757, 64982407, 66540936, 66631049, 66885002, 67618188, 68969871, 67419537, 66663827, 68105620, 67861909, 65766806, 65019291, 65019292, 67394972, 63452574, 67308957, 66629024, 66930081, 65039778, 67372449, 67618215, 67792297, 67063210, 68294059, 67843500, 68058540, 65631663, 65867184, 66629042, 68001203, 67118516, 60937653, 66663862, 65723834, 63014331, 68984250, 66534843, 66502078, 68949446, 66696649, 65715658, 65795531, 67163593, 63174093, 66991565, 67466697, 67620300, 67904976, 65525202, 66631122, 67773905, 67843539, 67845583, 68578775, 66950616, 68984060, 68670940, 65273311, 67548641, 65451490, 66663905, 67626469, 66115048, 67065322, 65902065, 65902067, 67638772, 65902069, 68630004, 68615671, 64945657, 66534905, 67081722, 63047165, 66899453, 66993661, 63047168, 61027837, 65633793, 64902659, 66174466, 68982279, 66432522, 66629131, 67751434, 66819597, 67687951, 68863503, 66113046, 61802008, 67986968, 68386328, 68097561, 67188252, 67982876, 66579998, 66846238, 68781600, 65719841, 67548706, 64740900, 67493415, 67548716, 67698224, 65961521, 65037873, 68163120, 68357680, 68539957, 65015350, 66768438, 65771064, 66334267, 67548731, 65271358, 65031747, 65809989, 67477062, 59772486, 68769357, 67067469, 68240976, 67548755, 68419155, 63798870, 67804759, 67475034, 66676315, 67225181, 65723999, 66532965, 65068646, 68800508, 65959534, 66244206, 65930864, 66092657, 66768495, 68843124, 65998456, 68181626, 65996410, 68464252, 65615485, 67806845, 63442559, 68163200, 68163201, 65318525, 68468353, 65717896, 67219080, 66938507, 67145356, 65525389, 67067535, 63014544, 65228432, 68968080, 67767953, 67520149, 66213526, 67219095, 66258584, 65279640, 67688090, 67763867, 68697755, 66539174, 59969191, 68294310, 61007536, 66680497, 65808049, 65019571, 67067568, 65898166, 67061430, 65808058, 67067578, 64788159, 63667904, 64952002, 68054727, 64949961, 68163274, 68540106, 65040080, 65609424, 66629330, 64741075, 65801939, 68069076, 68253397, 66944727, 68665041, 64661206, 66324179, 65810140, 67008221, 64741086, 66246368, 68015842, 64949989, 68540138, 64900843, 64902891, 65994477, 68275952, 68697549, 66105075, 64741112, 65230588, 66952957, 67987198, 64661247, 68548349, 65253121, 64734977, 64741120, 65001217, 68058878, 68540162, 65439496, 65517321, 68163338, 67219209, 66438925, 65562384, 67512080, 67616534, 66860826, 67301148, 67686176, 66438948, 65527590, 63833895, 66074408, 66807592, 65439530, 68058921, 64048941, 67983149, 66246446, 66432817, 67067701, 68923190, 67243833, 68462394, 68702012, 65232703, 68724545, 66137926, 65808202, 65724235, 68366157, 66674515, 65232723, 65722198, 66629463, 66819926, 67143512, 63350620, 65922911, 66631520, 67059551, 66631522, 66826083, 66451310, 65271665, 66631538, 68697970, 64827252, 68982647, 68288377, 65040250, 68697977, 65800057, 67143549, 66217856, 66998149, 67688325, 66750343, 65632137, 65902477, 68698000, 68374417, 67385238, 67299223, 65001368, 68616086, 68616092, 63209373, 68616093, 68724637, 65263519, 67688352, 65408930, 66539431, 65234856, 66674600, 66744232, 66633641, 68843436, 66750382, 65038260, 65232820, 66213817, 66633662, 65773503, 65808324, 66217927, 65443784, 67479500, 65830862, 67131344, 66496467, 67987411, 68530133, 64741334, 66254807, 66633688, 60450773, 68163542, 65900509, 65001438, 66097117, 65236962, 65032164, 65015784, 66246632, 66533354, 64950251, 64925676, 65038315, 67479533, 67323892, 68843509, 67360760, 64735228, 68421629, 68917246, 68052991}



String / string group: ['recover', 'recovering', 'retrieve']

titles
year;number of occurrences;corresponding docdb family IDs
2000;3;{22861649, 26827052, 27382039}
2001;4;{26244804, 18581980, 19622773, 24474444}
2002;3;{11446075, 23091573, 46785831}
2003;4;{28449929, 22017978, 8180939, 29578225}
2004;4;{32708592, 33490617, 31943922, 32468874}
2005;4;{34896400, 34814530, 35320515, 34069956}
2006;3;{35799952, 35781698, 37519651}
2007;12;{38581536, 38478276, 38327205, 48096375, 38955887, 37778417, 37809684, 38778420, 38217750, 38834005, 38517947, 37735295}
2008;12;{39219169, 39184225, 39777539, 39740965, 39904678, 39681575, 37964296, 39714218, 39443565, 38792720, 39462066, 39368569}
2009;4;{41053424, 41001602, 40668790, 39110831}
2010;8;{40935555, 40193606, 42036950, 43513367, 41571706, 40929627, 42059356, 43379935}
2011;18;{45873216, 44506246, 43780135, 44958118, 44130762, 44369210, 41800621, 44914554, 42813327, 44860818, 43534323, 42830068, 44216691, 44353173, 43779479, 44904024, 42710554, 43729278}
2012;28;{46244741, 45441032, 46491027, 46934166, 46145565, 43743532, 46382773, 47070773, 45420984, 47295672, 47423166, 46965573, 46275914, 45976651, 46563532, 45723085, 46968778, 47219667, 45375188, 45869529, 43720025, 46672605, 44645085, 47217245, 47217248, 48804066, 47009135, 45892212}
2013;17;{48609472, 48962850, 47438200, 47172549, 48817160, 48872968, 47563320, 47749805, 48534797, 48904697, 48043478, 49852287, 47080184, 47605593, 47995132, 48947101, 49211167}
2014;22;{51387522, 51688970, 48877195, 51850383, 49709606, 47598886, 51689383, 50490793, 50545322, 50101167, 51262136, 52105144, 49680962, 51791555, 49880010, 51896018, 50068700, 50627679, 49876712, 51022060, 49474551, 50649342}
2015;6;{52828485, 53877583, 52778419, 54766360, 53778363, 53403453}
2016;19;{55630593, 55630594, 56615678, 54476944, 57135761, 57329689, 57248554, 55552304, 56365110, 55455683, 55351240, 55163980, 55857615, 57007186, 56747604, 54066011, 54540912, 56008444, 57007230}
2017;19;{60081541, 59763718, 58601490, 57989139, 60783773, 59684893, 61023266, 58100260, 56740266, 59147957, 58017976, 57757384, 58461390, 59148114, 59895643, 60382689, 58097000, 59106683, 59118974}
2018;28;{61140225, 61129474, 58739075, 64565633, 64454152, 62075530, 63971603, 62814875, 63676327, 59409449, 59409451, 58266031, 65432112, 63034170, 62653500, 63916860, 61280450, 63676357, 63447239, 58228426, 62907340, 62813008, 57233617, 63198164, 59858648, 64565602, 63594084, 62190574}
2019;31;{65524995, 67369226, 65243660, 68059276, 61965840, 64862997, 65015833, 65362974, 66189983, 65810465, 67951023, 62751025, 65232820, 66297910, 67687862, 65849545, 64308557, 67480270, 67686610, 66951507, 66243287, 67905241, 62218206, 67909727, 68060383, 66102380, 68419820, 65128562, 62386808, 68532347, 65232894}

abstracts
year;number of occurrences;corresponding docdb family IDs
2000;20;{7877507, 16489736, 14208649, 18390931, 26344853, 14341783, 13741080, 27382039, 27460003, 17623721, 26827052, 26455854, 7903548, 13824848, 22861649, 22524626, 22984402, 16161498, 22388202, 16240620}
2001;16;{17087968, 34635971, 26244804, 7628711, 23983464, 18553132, 24903692, 26581871, 26509776, 11735603, 18599509, 19622773, 27079669, 26635993, 18568955, 18581980}
2002;15;{7656994, 19709666, 18858183, 46785831, 18803881, 21670251, 18782348, 26613371, 26681486, 23091573, 18897846, 25192439, 50440985, 18900059, 28795583}
2003;18;{31987264, 30770881, 19116355, 27678217, 29706633, 19123979, 26624396, 29736077, 19110511, 29578225, 29721393, 29270609, 19107796, 27678006, 32225910, 19175161, 29736380, 19135903}
2004;17;{31896387, 33432228, 32473701, 35096647, 32040873, 32468874, 32338827, 33477257, 30000879, 32708592, 32105329, 31943922, 32588211, 33490617, 32171036, 33157246, 32985055}
2005;20;{34914575, 34896400, 34826769, 34090527, 35515811, 34131627, 35186348, 34098357, 35451192, 34090556, 34833983, 34814530, 35320515, 33521351, 34746824, 34100940, 36242424, 34525433, 34100987, 35308797}
2006;16;{37519651, 36120009, 35355338, 36601995, 36118764, 36994316, 37077100, 37082575, 35462256, 35799952, 36794874, 36916337, 37425521, 36696088, 36777016, 36089855}
2007;31;{38372098, 38831367, 37459337, 39758737, 38181782, 38217750, 37757082, 37114395, 37845282, 38327205, 38162860, 54704176, 38778420, 38517947, 38117952, 37944132, 38478278, 38242889, 38518601, 37603669, 38834005, 38475095, 37829464, 37878783, 38284892, 37758689, 38955887, 37778417, 48096375, 37716986, 37735295}
2008;28;{39777539, 37964296, 38792720, 38918550, 39233052, 39721379, 39740965, 39904678, 39714218, 39364655, 39462066, 40071865, 38477250, 39032904, 39015898, 39135711, 39184225, 38535522, 39219169, 39050085, 38981607, 38954729, 49684330, 39443565, 39314160, 39736432, 40129397, 39368569}
2009;27;{41001602, 41429903, 41058836, 41133462, 39535512, 40291226, 40810140, 39734177, 40674081, 40549537, 40488870, 40824102, 40243882, 40039723, 41254702, 39110831, 40522548, 39971129, 41198275, 41684178, 40823389, 41114349, 41053424, 40717428, 41454580, 40668790, 40384631}
2010;31;{40935555, 42935813, 43219464, 42562190, 43300218, 43111827, 43513367, 42338456, 42730139, 42828325, 42188584, 43029434, 41650235, 41319872, 41078338, 40193606, 42935753, 42337614, 42036950, 42739289, 41706970, 42059356, 41785575, 45004265, 51162987, 42783341, 42198127, 42934641, 41507189, 41428982, 41571706}
2011;64;{44225408, 44937475, 44318598, 44506246, 44354824, 44195722, 44602892, 42813327, 44860818, 44353173, 43779479, 44130583, 42710554, 45353759, 42040480, 43798304, 44571426, 44787748, 44903845, 44958118, 43780135, 44341033, 43876142, 44355246, 43900208, 45062070, 44223800, 44369210, 44711738, 44260156, 44267196, 45032250, 43446336, 43038273, 43897792, 44959680, 44195911, 44541767, 44760264, 44130762, 44227019, 43875911, 43924679, 44563198, 45371217, 44598614, 44174936, 44904024, 43529054, 43900383, 41736033, 44018661, 44067045, 41786347, 44501741, 43497583, 43887729, 43534323, 42830068, 44216691, 45098486, 45075959, 44914554, 43729278}
2012;75;{45438081, 45927298, 46244741, 44483846, 46830343, 45441032, 46491017, 45493078, 45974793, 46507274, 45927309, 47565782, 45810322, 46934166, 46672282, 46145565, 45933343, 47265568, 46602145, 47123616, 46767651, 46929957, 45594578, 46652205, 46315822, 46563760, 46382773, 47070773, 45420984, 47125049, 47295672, 47219667, 45938239, 47423166, 45774142, 45496644, 46965573, 46275914, 45976651, 46563532, 44628301, 45723085, 47438668, 46338641, 46005330, 46580947, 44246100, 45375188, 45938388, 47088211, 45559128, 45869529, 43720025, 46602201, 46870874, 44645085, 46672605, 46894425, 47217245, 47217248, 48804066, 44860508, 46797667, 46720875, 46454765, 47009135, 46602864, 45892212, 46622324, 47067383, 46930552, 47259898, 46720251, 46092669, 46926335}
